,latitude,longitude,color,most similar,type
712,27.0,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
713,27.0,12.4,"(245, 238, 224)","(255, 245, 208)",ARID
714,27.5,-8.1,"(243, 249, 243)","(255, 255, 255)",HYPER ARID
715,27.5,-7.6,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
716,27.5,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
717,27.5,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
718,27.5,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
719,27.5,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
720,27.5,-5.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
721,27.5,-4.6,"(253, 250, 243)","(255, 255, 255)",HYPER ARID
722,27.5,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
723,27.5,-3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
724,27.5,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
725,27.5,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
726,27.5,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
727,27.5,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
728,27.5,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
729,27.5,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
730,27.5,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
731,27.5,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
732,27.5,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
733,27.5,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
734,27.5,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
735,27.5,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
736,27.5,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
737,27.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
738,27.5,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
739,27.5,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
740,27.5,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
741,27.5,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
742,27.5,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
743,27.5,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
744,27.5,6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
745,27.5,7.4,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
746,27.5,7.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
747,27.5,8.4,"(252, 250, 245)","(255, 255, 255)",HYPER ARID
748,27.5,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
749,27.5,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
750,27.5,9.9,"(234, 248, 241)","(255, 255, 255)",HYPER ARID
751,27.5,10.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
752,27.5,10.9,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
753,27.5,11.4,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
754,27.5,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
755,27.5,12.4,"(250, 243, 225)","(255, 245, 208)",ARID
756,28.0,-8.1,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
757,28.0,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
758,28.0,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
759,28.0,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
760,28.0,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
761,28.0,-5.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
762,28.0,-5.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
763,28.0,-4.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
764,28.0,-4.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
765,28.0,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
766,28.0,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
767,28.0,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
768,28.0,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
769,28.0,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
770,28.0,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
771,28.0,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
772,28.0,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
773,28.0,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
774,28.0,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
775,28.0,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
776,28.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
777,28.0,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
778,28.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
779,28.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
780,28.0,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
781,28.0,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
782,28.0,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
783,28.0,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
784,28.0,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
785,28.0,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
786,28.0,6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
787,28.0,7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
788,28.0,7.9,"(253, 252, 251)","(255, 255, 255)",HYPER ARID
789,28.0,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
790,28.0,8.9,"(252, 250, 245)","(255, 255, 255)",HYPER ARID
791,28.0,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
792,28.0,9.9,"(114, 133, 169)","(88, 211, 150)",HUMID
793,28.0,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
794,28.0,10.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
795,28.0,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
796,28.0,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
797,28.0,12.4,"(250, 243, 225)","(255, 245, 208)",ARID
798,28.5,-8.1,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
799,28.5,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
800,28.5,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
801,28.5,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
802,28.5,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
803,28.5,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
804,28.5,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
805,28.5,-4.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
806,28.5,-4.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
807,28.5,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
808,28.5,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
809,28.5,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
810,28.5,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
811,28.5,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
812,28.5,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
813,28.5,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
814,28.5,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
815,28.5,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
816,28.5,0.9,"(247, 244, 245)","(255, 255, 255)",HYPER ARID
817,28.5,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
818,28.5,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
819,28.5,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
820,28.5,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
821,28.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
822,28.5,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
823,28.5,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
824,28.5,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
825,28.5,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
826,28.5,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
827,28.5,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
828,28.5,6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
829,28.5,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
830,28.5,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
831,28.5,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
832,28.5,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
833,28.5,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
834,28.5,9.9,"(227, 240, 248)","(255, 255, 255)",HYPER ARID
835,28.5,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
836,28.5,10.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
837,28.5,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
838,28.5,11.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
839,28.5,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
840,29.0,-8.1,"(235, 246, 248)","(255, 255, 255)",HYPER ARID
841,29.0,-7.6,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
842,29.0,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
843,29.0,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
844,29.0,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
845,29.0,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
846,29.0,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
847,29.0,-4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
848,29.0,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
849,29.0,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
850,29.0,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
851,29.0,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
852,29.0,-2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
853,29.0,-1.6,"(251, 249, 248)","(255, 255, 255)",HYPER ARID
854,29.0,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
855,29.0,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
856,29.0,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
857,29.0,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
858,29.0,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
859,29.0,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
860,29.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
861,29.0,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
862,29.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
863,29.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
864,29.0,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
865,29.0,4.4,"(248, 245, 246)","(255, 255, 255)",HYPER ARID
866,29.0,4.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
867,29.0,5.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
868,29.0,5.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
869,29.0,6.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
870,29.0,6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
871,29.0,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
872,29.0,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
873,29.0,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
874,29.0,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
875,29.0,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
876,29.0,9.9,"(106, 122, 151)","(88, 211, 150)",HUMID
877,29.0,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
878,29.0,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
879,29.0,11.4,"(249, 248, 247)","(255, 255, 255)",HYPER ARID
880,29.0,11.9,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
881,29.0,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
882,29.5,-8.1,"(248, 248, 243)","(255, 255, 255)",HYPER ARID
883,29.5,-7.6,"(101, 117, 132)","(88, 211, 150)",HUMID
884,29.5,-7.1,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
885,29.5,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
886,29.5,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
887,29.5,-5.6,"(248, 246, 246)","(255, 255, 255)",HYPER ARID
888,29.5,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
889,29.5,-4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
890,29.5,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
891,29.5,-3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
892,29.5,-3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
893,29.5,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
894,29.5,-2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
895,29.5,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
896,29.5,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
897,29.5,-0.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
898,29.5,-0.1,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
899,29.5,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
900,29.5,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
901,29.5,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
902,29.5,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
903,29.5,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
904,29.5,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
905,29.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
906,29.5,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
907,29.5,4.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
908,29.5,4.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
909,29.5,5.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
910,29.5,5.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
911,29.5,6.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
912,29.5,6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
913,29.5,7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
914,29.5,7.9,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
915,29.5,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
916,29.5,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
917,29.5,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
918,29.5,9.9,"(195, 207, 224)","(168, 253, 227)",SUB HUMID
919,29.5,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
920,29.5,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
921,29.5,11.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
922,29.5,11.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
923,29.5,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
924,30.0,-8.1,"(243, 240, 242)","(255, 255, 255)",HYPER ARID
925,30.0,-7.6,"(235, 229, 232)","(255, 245, 208)",ARID
926,30.0,-7.1,"(250, 248, 248)","(255, 255, 255)",HYPER ARID
927,30.0,-6.6,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
928,30.0,-6.1,"(85, 111, 133)","(88, 211, 150)",HUMID
929,30.0,-5.6,"(120, 148, 149)","(88, 211, 150)",HUMID
930,30.0,-5.1,"(245, 248, 248)","(255, 255, 255)",HYPER ARID
931,30.0,-4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
932,30.0,-4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
933,30.0,-3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
934,30.0,-3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
935,30.0,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
936,30.0,-2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
937,30.0,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
938,30.0,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
939,30.0,-0.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
940,30.0,-0.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
941,30.0,0.4,"(252, 251, 248)","(255, 255, 255)",HYPER ARID
942,30.0,0.9,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
943,30.0,1.4,"(252, 250, 245)","(255, 255, 255)",HYPER ARID
944,30.0,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
945,30.0,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
946,30.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
947,30.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
948,30.0,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
949,30.0,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
950,30.0,4.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
951,30.0,5.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
952,30.0,5.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
953,30.0,6.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
954,30.0,6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
955,30.0,7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
956,30.0,7.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
957,30.0,8.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
958,30.0,8.9,"(251, 250, 238)","(255, 255, 255)",HYPER ARID
959,30.0,9.4,"(178, 187, 207)","(168, 253, 227)",SUB HUMID
960,30.0,9.9,"(251, 250, 241)","(255, 255, 255)",HYPER ARID
961,30.0,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
962,30.0,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
963,30.0,11.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
964,30.0,11.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
965,30.0,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
966,30.5,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
967,30.5,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
968,30.5,-7.1,"(251, 251, 250)","(255, 255, 255)",HYPER ARID
969,30.5,-6.6,"(247, 247, 246)","(255, 255, 255)",HYPER ARID
970,30.5,-6.1,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
971,30.5,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
972,30.5,-5.1,"(241, 250, 248)","(255, 255, 255)",HYPER ARID
973,30.5,-4.6,"(250, 248, 247)","(255, 255, 255)",HYPER ARID
974,30.5,-4.1,"(251, 250, 245)","(255, 255, 255)",HYPER ARID
975,30.5,-3.6,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
976,30.5,-3.1,"(250, 248, 247)","(255, 255, 255)",HYPER ARID
977,30.5,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
978,30.5,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
979,30.5,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
980,30.5,-1.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
981,30.5,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
982,30.5,-0.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
983,30.5,0.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
984,30.5,0.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
985,30.5,1.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
986,30.5,1.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
987,30.5,2.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
988,30.5,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
989,30.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
990,30.5,3.9,"(249, 248, 247)","(255, 255, 255)",HYPER ARID
991,30.5,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
992,30.5,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
993,30.5,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
994,30.5,5.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
995,30.5,6.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
996,30.5,6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
997,30.5,7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
998,30.5,7.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
999,30.5,8.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1000,30.5,8.9,"(249, 246, 239)","(255, 255, 255)",HYPER ARID
1001,30.5,9.4,"(155, 166, 189)","(88, 211, 150)",HUMID
1002,30.5,9.9,"(216, 209, 216)","(255, 245, 208)",ARID
1003,30.5,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1004,30.5,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1005,30.5,11.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1006,30.5,11.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1007,30.5,12.4,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
1008,31.0,-8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1009,31.0,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1010,31.0,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1011,31.0,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1012,31.0,-6.1,"(237, 231, 236)","(255, 255, 255)",HYPER ARID
1013,31.0,-5.6,"(253, 253, 251)","(255, 255, 255)",HYPER ARID
1014,31.0,-5.1,"(251, 251, 251)","(255, 255, 255)",HYPER ARID
1015,31.0,-4.6,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
1016,31.0,-4.1,"(170, 181, 206)","(168, 253, 227)",SUB HUMID
1017,31.0,-3.6,"(232, 232, 236)","(255, 255, 255)",HYPER ARID
1018,31.0,-3.1,"(251, 248, 245)","(255, 255, 255)",HYPER ARID
1019,31.0,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1020,31.0,-2.1,"(252, 250, 247)","(255, 255, 255)",HYPER ARID
1021,31.0,-1.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1022,31.0,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1023,31.0,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1024,31.0,-0.1,"(248, 246, 246)","(255, 255, 255)",HYPER ARID
1025,31.0,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1026,31.0,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1027,31.0,1.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1028,31.0,1.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1029,31.0,2.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1030,31.0,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1031,31.0,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1032,31.0,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1033,31.0,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1034,31.0,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1035,31.0,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1036,31.0,5.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1037,31.0,6.4,"(234, 228, 232)","(255, 245, 208)",ARID
1038,31.0,6.9,"(242, 238, 241)","(255, 255, 255)",HYPER ARID
1039,31.0,7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1040,31.0,7.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1041,31.0,8.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
1042,31.0,8.9,"(250, 250, 241)","(255, 255, 255)",HYPER ARID
1043,31.0,9.4,"(133, 144, 171)","(88, 211, 150)",HUMID
1044,31.0,9.9,"(251, 251, 247)","(255, 255, 255)",HYPER ARID
1045,31.0,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1046,31.0,10.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1047,31.0,11.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1048,31.0,11.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1049,31.0,12.4,"(247, 245, 241)","(255, 255, 255)",HYPER ARID
1050,31.5,-8.1,"(246, 244, 245)","(255, 255, 255)",HYPER ARID
1051,31.5,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1052,31.5,-7.1,"(247, 249, 244)","(255, 255, 255)",HYPER ARID
1053,31.5,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1054,31.5,-6.1,"(248, 247, 248)","(255, 255, 255)",HYPER ARID
1055,31.5,-5.6,"(237, 232, 236)","(255, 255, 255)",HYPER ARID
1056,31.5,-5.1,"(229, 221, 228)","(255, 245, 208)",ARID
1057,31.5,-4.6,"(251, 250, 246)","(255, 255, 255)",HYPER ARID
1058,31.5,-4.1,"(251, 247, 248)","(255, 255, 255)",HYPER ARID
1059,31.5,-3.6,"(154, 173, 201)","(168, 253, 227)",SUB HUMID
1060,31.5,-3.1,"(251, 249, 248)","(255, 255, 255)",HYPER ARID
1061,31.5,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1062,31.5,-2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1063,31.5,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1064,31.5,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
1065,31.5,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
