,latitude,longitude,color,most similar,type
19349,28.3,11.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19350,28.3,11.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19351,28.3,11.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19352,28.3,11.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19353,28.3,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19354,28.3,11.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19355,28.3,11.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19356,28.3,11.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19357,28.3,11.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19358,28.3,11.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19359,28.3,12.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19360,28.3,12.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19361,28.3,12.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19362,28.3,12.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19363,28.3,12.4,"(250, 243, 225)","(255, 245, 208)",ARID
19364,28.4,-8.1,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
19365,28.4,-8.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19366,28.4,-7.9,"(250, 250, 246)","(255, 255, 255)",HYPER ARID
19367,28.4,-7.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19368,28.4,-7.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19369,28.4,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19370,28.4,-7.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19371,28.4,-7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19372,28.4,-7.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19373,28.4,-7.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19374,28.4,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19375,28.4,-7.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19376,28.4,-6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19377,28.4,-6.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19378,28.4,-6.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19379,28.4,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19380,28.4,-6.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19381,28.4,-6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19382,28.4,-6.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19383,28.4,-6.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19384,28.4,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19385,28.4,-6.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19386,28.4,-5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19387,28.4,-5.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19388,28.4,-5.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19389,28.4,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19390,28.4,-5.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19391,28.4,-5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19392,28.4,-5.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19393,28.4,-5.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19394,28.4,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19395,28.4,-5.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19396,28.4,-4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19397,28.4,-4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19398,28.4,-4.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19399,28.4,-4.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19400,28.4,-4.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19401,28.4,-4.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19402,28.4,-4.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19403,28.4,-4.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19404,28.4,-4.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19405,28.4,-4.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19406,28.4,-3.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19407,28.4,-3.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19408,28.4,-3.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19409,28.4,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19410,28.4,-3.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19411,28.4,-3.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19412,28.4,-3.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19413,28.4,-3.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19414,28.4,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19415,28.4,-3.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19416,28.4,-2.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19417,28.4,-2.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19418,28.4,-2.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19419,28.4,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19420,28.4,-2.5,"(251, 248, 241)","(255, 255, 255)",HYPER ARID
19421,28.4,-2.4,"(252, 249, 241)","(255, 255, 255)",HYPER ARID
19422,28.4,-2.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19423,28.4,-2.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19424,28.4,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19425,28.4,-2.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19426,28.4,-1.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19427,28.4,-1.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19428,28.4,-1.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19429,28.4,-1.6,"(252, 250, 244)","(255, 255, 255)",HYPER ARID
19430,28.4,-1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19431,28.4,-1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19432,28.4,-1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19433,28.4,-1.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19434,28.4,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19435,28.4,-1.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19436,28.4,-0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19437,28.4,-0.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19438,28.4,-0.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19439,28.4,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19440,28.4,-0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19441,28.4,-0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19442,28.4,-0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19443,28.4,-0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19444,28.4,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19445,28.4,0.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19446,28.4,0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19447,28.4,0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19448,28.4,0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19449,28.4,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19450,28.4,0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19451,28.4,0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19452,28.4,0.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19453,28.4,0.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19454,28.4,0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19455,28.4,1.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19456,28.4,1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19457,28.4,1.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19458,28.4,1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19459,28.4,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19460,28.4,1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19461,28.4,1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19462,28.4,1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19463,28.4,1.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19464,28.4,1.9,"(245, 242, 244)","(255, 255, 255)",HYPER ARID
19465,28.4,2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19466,28.4,2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19467,28.4,2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19468,28.4,2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19469,28.4,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19470,28.4,2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19471,28.4,2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19472,28.4,2.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19473,28.4,2.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19474,28.4,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19475,28.4,3.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19476,28.4,3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19477,28.4,3.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19478,28.4,3.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19479,28.4,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19480,28.4,3.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19481,28.4,3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19482,28.4,3.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19483,28.4,3.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19484,28.4,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19485,28.4,4.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19486,28.4,4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19487,28.4,4.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19488,28.4,4.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19489,28.4,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19490,28.4,4.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19491,28.4,4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19492,28.4,4.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19493,28.4,4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19494,28.4,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19495,28.4,5.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19496,28.4,5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19497,28.4,5.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19498,28.4,5.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19499,28.4,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19500,28.4,5.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19501,28.4,5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19502,28.4,5.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19503,28.4,5.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19504,28.4,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19505,28.4,6.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19506,28.4,6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19507,28.4,6.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19508,28.4,6.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19509,28.4,6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19510,28.4,6.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19511,28.4,6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19512,28.4,6.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19513,28.4,6.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19514,28.4,6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19515,28.4,7.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19516,28.4,7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19517,28.4,7.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19518,28.4,7.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19519,28.4,7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19520,28.4,7.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19521,28.4,7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19522,28.4,7.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19523,28.4,7.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19524,28.4,7.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19525,28.4,8.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19526,28.4,8.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19527,28.4,8.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19528,28.4,8.3,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
19529,28.4,8.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19530,28.4,8.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19531,28.4,8.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19532,28.4,8.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19533,28.4,8.8,"(252, 250, 245)","(255, 255, 255)",HYPER ARID
19534,28.4,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19535,28.4,9.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19536,28.4,9.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19537,28.4,9.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19538,28.4,9.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19539,28.4,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19540,28.4,9.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19541,28.4,9.6,"(242, 250, 248)","(255, 255, 255)",HYPER ARID
19542,28.4,9.7,"(197, 211, 229)","(168, 253, 227)",SUB HUMID
19543,28.4,9.8,"(91, 108, 138)","(88, 211, 150)",HUMID
19544,28.4,9.9,"(179, 191, 210)","(168, 253, 227)",SUB HUMID
19545,28.4,10.0,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
19546,28.4,10.1,"(250, 249, 246)","(255, 255, 255)",HYPER ARID
19547,28.4,10.2,"(246, 250, 248)","(255, 255, 255)",HYPER ARID
19548,28.4,10.3,"(248, 250, 248)","(255, 255, 255)",HYPER ARID
19549,28.4,10.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19550,28.4,10.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19551,28.4,10.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19552,28.4,10.7,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
19553,28.4,10.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19554,28.4,10.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19555,28.4,11.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19556,28.4,11.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19557,28.4,11.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19558,28.4,11.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19559,28.4,11.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19560,28.4,11.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19561,28.4,11.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19562,28.4,11.7,"(252, 250, 246)","(255, 255, 255)",HYPER ARID
19563,28.4,11.8,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
19564,28.4,11.9,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
19565,28.4,12.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19566,28.4,12.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19567,28.4,12.2,"(252, 250, 245)","(255, 255, 255)",HYPER ARID
19568,28.4,12.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19569,28.4,12.4,"(250, 243, 225)","(255, 245, 208)",ARID
19570,28.5,-8.1,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
19571,28.5,-8.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19572,28.5,-7.9,"(250, 250, 245)","(255, 255, 255)",HYPER ARID
19573,28.5,-7.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19574,28.5,-7.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19575,28.5,-7.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19576,28.5,-7.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19577,28.5,-7.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19578,28.5,-7.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19579,28.5,-7.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19580,28.5,-7.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19581,28.5,-7.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19582,28.5,-6.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19583,28.5,-6.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19584,28.5,-6.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19585,28.5,-6.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19586,28.5,-6.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19587,28.5,-6.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19588,28.5,-6.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19589,28.5,-6.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19590,28.5,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19591,28.5,-6.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19592,28.5,-5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19593,28.5,-5.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19594,28.5,-5.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19595,28.5,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19596,28.5,-5.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19597,28.5,-5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19598,28.5,-5.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19599,28.5,-5.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19600,28.5,-5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19601,28.5,-5.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19602,28.5,-4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19603,28.5,-4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19604,28.5,-4.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19605,28.5,-4.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19606,28.5,-4.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19607,28.5,-4.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19608,28.5,-4.3,"(252, 249, 241)","(255, 255, 255)",HYPER ARID
19609,28.5,-4.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19610,28.5,-4.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19611,28.5,-4.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19612,28.5,-3.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19613,28.5,-3.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19614,28.5,-3.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19615,28.5,-3.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19616,28.5,-3.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19617,28.5,-3.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19618,28.5,-3.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19619,28.5,-3.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19620,28.5,-3.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19621,28.5,-3.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19622,28.5,-2.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19623,28.5,-2.8,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19624,28.5,-2.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19625,28.5,-2.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19626,28.5,-2.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19627,28.5,-2.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19628,28.5,-2.3,"(246, 242, 239)","(255, 255, 255)",HYPER ARID
19629,28.5,-2.2,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19630,28.5,-2.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19631,28.5,-2.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19632,28.5,-1.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
19633,28.5,-1.8,"(252, 250, 246)","(255, 255, 255)",HYPER ARID
19634,28.5,-1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19635,28.5,-1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19636,28.5,-1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19637,28.5,-1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19638,28.5,-1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19639,28.5,-1.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19640,28.5,-1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19641,28.5,-1.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19642,28.5,-0.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19643,28.5,-0.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19644,28.5,-0.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19645,28.5,-0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19646,28.5,-0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19647,28.5,-0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19648,28.5,-0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19649,28.5,-0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19650,28.5,-0.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19651,28.5,0.0,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
19652,28.5,0.1,"(248, 245, 245)","(255, 255, 255)",HYPER ARID
19653,28.5,0.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19654,28.5,0.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19655,28.5,0.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19656,28.5,0.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19657,28.5,0.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19658,28.5,0.7,"(248, 246, 246)","(255, 255, 255)",HYPER ARID
19659,28.5,0.8,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
19660,28.5,0.9,"(247, 244, 245)","(255, 255, 255)",HYPER ARID
19661,28.5,1.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19662,28.5,1.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19663,28.5,1.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19664,28.5,1.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19665,28.5,1.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19666,28.5,1.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19667,28.5,1.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19668,28.5,1.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19669,28.5,1.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19670,28.5,1.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19671,28.5,2.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19672,28.5,2.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19673,28.5,2.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19674,28.5,2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19675,28.5,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19676,28.5,2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19677,28.5,2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19678,28.5,2.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19679,28.5,2.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19680,28.5,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19681,28.5,3.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19682,28.5,3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19683,28.5,3.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19684,28.5,3.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19685,28.5,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19686,28.5,3.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19687,28.5,3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19688,28.5,3.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19689,28.5,3.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19690,28.5,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19691,28.5,4.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19692,28.5,4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
19693,28.5,4.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
